city,county,model_year,make,model,electric_vehicle_type,n_cars
Vancouver,Clark,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),58
Seattle,King,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),58
North Bend,King,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),58
Woodinville,King,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),58
Covington,King,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),58
Redmond,King,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),58
Monroe,Snohomish,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),58
Seattle,King,2023,AUDI,Q4,Battery Electric Vehicle (BEV),58
Ridgefield,Clark,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),58
Seattle,King,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),58
Seattle,King,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),57
Bellevue,King,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),57
Everett,Snohomish,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),57
Olympia,Thurston,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),57
Seattle,King,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),57
Vancouver,Clark,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),56
Redmond,King,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),56
Lake Stevens,Snohomish,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),56
Sammamish,King,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),56
Bainbridge Island,Kitsap,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),56
Seattle,King,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),55
Issaquah,King,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),55
Seattle,King,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),55
Vancouver,Clark,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),55
Vancouver,Clark,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),55
Gig Harbor,Pierce,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),55
Mercer Island,King,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),55
Issaquah,King,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),55
Seatac,King,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),54
Bellevue,King,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),54
Bellevue,King,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),54
Bellevue,King,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),54
Newcastle,King,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),54
Bellevue,King,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),53
Redmond,King,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),53
Seatac,King,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),53
Bellingham,Whatcom,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),53
Auburn,King,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),53
Bothell,King,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),53
Federal Way,King,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),53
Seattle,King,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),53
Snohomish,Snohomish,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),53
Snohomish,Snohomish,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),52
Bellevue,King,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),52
Redmond,King,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),52
Gig Harbor,Pierce,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),52
Vancouver,Clark,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),52
Tukwila,King,2022,RIVIAN,EDV,Battery Electric Vehicle (BEV),52
Mercer Island,King,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),52
Olympia,Thurston,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),52
Shoreline,King,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),52
Shoreline,King,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),52
Bonney Lake,Pierce,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),51
Seattle,King,2023,MINI,HARDTOP,Battery Electric Vehicle (BEV),51
Seattle,King,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),51
Woodinville,King,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),51
Bellevue,King,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),51
Lacey,Thurston,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),51
Mercer Island,King,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),51
Sammamish,King,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),51
Seattle,King,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),50
Puyallup,Pierce,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),50
Vancouver,Clark,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),50
Camas,Clark,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),50
Everett,Snohomish,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),50
Seattle,King,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),50
Kirkland,King,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),49
Everett,Snohomish,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),49
Auburn,King,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),49
Woodinville,King,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),49
Seattle,King,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),49
Kenmore,King,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),49
Redmond,King,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),49
Maple Valley,King,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),48
Renton,King,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),48
Seattle,King,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),48
Marysville,Snohomish,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),48
Gig Harbor,Pierce,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),48
Lakewood,Pierce,2022,RIVIAN,EDV,Battery Electric Vehicle (BEV),48
Black Diamond,King,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),48
Spokane,Spokane,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),48
Seattle,King,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),48
Bellingham,Whatcom,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),48
Seattle,King,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),48
Seattle,King,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),47
Vancouver,Clark,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),47
Redmond,King,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),47
Seattle,King,2018,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),47
Port Orchard,Kitsap,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),47
Seattle,King,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),47
Redmond,King,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),47
Marysville,Snohomish,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),46
Snohomish,Snohomish,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),46
Sumner,Pierce,2022,RIVIAN,EDV,Battery Electric Vehicle (BEV),46
Bellevue,King,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),46
Sammamish,King,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),46
Tacoma,Pierce,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),46
Bellingham,Whatcom,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),46
Kenmore,King,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),46
Seattle,King,2023,BMW,IX,Battery Electric Vehicle (BEV),46
Lacey,Thurston,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),45
Bothell,Snohomish,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),45
Marysville,Snohomish,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),45
Redmond,King,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),45
Kenmore,King,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),45
Newcastle,King,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),45
Shoreline,King,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),45
Redmond,King,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),45
Tacoma,Pierce,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),44
Kirkland,King,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),44
Shoreline,King,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),44
Woodinville,King,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),44
Bremerton,Kitsap,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),44
Spokane,Spokane,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),44
Shoreline,King,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),44
Bellingham,Whatcom,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),44
Seattle,King,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),44
Auburn,King,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),44
Edmonds,Snohomish,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),44
Renton,King,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),44
Puyallup,Pierce,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),44
Federal Way,King,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),44
Redmond,King,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),44
Kirkland,King,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),44
Redmond,King,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),43
Lake Stevens,Snohomish,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),43
Olympia,Thurston,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),43
Tacoma,Pierce,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),43
Gig Harbor,Pierce,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),43
Bellingham,Whatcom,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),43
Tukwila,King,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),43
Shoreline,King,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),43
Seattle,King,2023,VOLVO,C40,Battery Electric Vehicle (BEV),43
Seattle,King,2017,FIAT,500,Battery Electric Vehicle (BEV),43
Bellevue,King,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),43
Sammamish,King,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),43
Tacoma,Pierce,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),43
Richland,Benton,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),43
Maple Valley,King,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),43
Everett,Snohomish,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),43
Mill Creek,Snohomish,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),42
Olympia,Thurston,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),42
Covington,King,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),42
Seattle,King,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),42
Snoqualmie,King,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),42
Bellevue,King,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),42
Bellevue,King,2023,BMW,I4,Battery Electric Vehicle (BEV),42
Vancouver,Clark,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),42
Bellevue,King,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),42
Bellevue,King,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),42
Vancouver,Clark,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),42
Snohomish,Snohomish,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),42
Seattle,King,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),42
Bellevue,King,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),42
Bellevue,King,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),41
Vancouver,Clark,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),41
Monroe,Snohomish,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),41
Bonney Lake,Pierce,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),41
Mercer Island,King,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),41
Seattle,King,2018,BMW,I3,Battery Electric Vehicle (BEV),41
Tacoma,Pierce,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),41
Woodinville,King,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),41
Auburn,King,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),41
Sammamish,King,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),41
Puyallup,Pierce,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),41
Kirkland,King,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),41
Renton,King,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),41
Mountlake Terrace,Snohomish,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),41
Sammamish,King,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),41
Bellingham,Whatcom,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),41
Bothell,King,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),41
Seatac,King,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),41
Edmonds,Snohomish,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),40
Edmonds,Snohomish,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),40
Vancouver,Clark,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),40
Vancouver,Clark,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),40
Seattle,King,2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),40
Spokane,Spokane,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),40
Tacoma,Pierce,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),40
Olympia,Thurston,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),40
Vancouver,Clark,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),40
Seattle,King,2014,BMW,I3,Battery Electric Vehicle (BEV),40
Bothell,King,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),40
Vancouver,Clark,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),40
Seattle,King,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),40
Mukilteo,Snohomish,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),39
Seattle,King,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),39
Seattle,King,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),39
Auburn,King,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),39
Bellingham,Whatcom,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),39
Kirkland,King,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),39
Redmond,King,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),39
Seatac,King,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),39
Gig Harbor,Pierce,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),39
Bellingham,Whatcom,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),39
Kent,King,2022,RIVIAN,EDV,Battery Electric Vehicle (BEV),39
Kirkland,King,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),39
Vancouver,Clark,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),39
Olympia,Thurston,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),39
Seattle,King,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),39
Lake Forest Park,King,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),39
Olympia,Thurston,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),39
Edmonds,Snohomish,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),38
Kennewick,Benton,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),38
Seattle,King,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),38
Marysville,Snohomish,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),38
Olympia,Thurston,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),38
Kirkland,King,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),38
Seattle,King,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),38
Burien,King,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),38
Seattle,King,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),38
Vancouver,Clark,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),38
Snoqualmie,King,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),38
Olympia,Thurston,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),38
Kirkland,King,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),38
Seattle,King,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),38
Puyallup,Pierce,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),38
Seattle,King,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),37
Seatac,King,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),37
Kirkland,King,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),37
Seattle,King,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),37
Renton,King,2023,KIA,NIRO,Battery Electric Vehicle (BEV),37
Vancouver,Clark,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),37
Seattle,King,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),37
Seattle,King,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),37
Seattle,King,2019,BMW,I3,Battery Electric Vehicle (BEV),37
Ridgefield,Clark,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),37
Anacortes,Skagit,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),37
North Bend,King,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),37
Sammamish,King,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),37
Bremerton,Kitsap,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),37
Seattle,King,2016,FIAT,500,Battery Electric Vehicle (BEV),36
Renton,King,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),36
Mukilteo,Snohomish,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),36
Newcastle,King,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),36
Lakewood,Pierce,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),36
Redmond,King,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),36
Olympia,Thurston,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),36
Olympia,Thurston,2020,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),36
Seattle,King,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),36
Redmond,King,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),36
North Bend,King,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),36
Edmonds,Snohomish,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),36
Vancouver,Clark,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),36
Maple Valley,King,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),36
Renton,King,2022,KIA,NIRO,Battery Electric Vehicle (BEV),36
Bremerton,Kitsap,2022,RIVIAN,EDV,Battery Electric Vehicle (BEV),36
Seattle,King,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),36
Olympia,Thurston,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),36
Federal Way,King,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),36
Marysville,Snohomish,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),36
Mukilteo,Snohomish,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),36
Duvall,King,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),36
Bothell,King,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),36
Lake Stevens,Snohomish,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),35
Redmond,King,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),35
Sammamish,King,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),35
Battle Ground,Clark,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),35
Vancouver,Clark,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),35
Ridgefield,Clark,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),35
Seattle,King,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),35
Bonney Lake,Pierce,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),35
Kirkland,King,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),35
Shoreline,King,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),35
Edmonds,Snohomish,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),35
Seattle,King,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),35
Bellevue,King,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),35
Seattle,King,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),35
Puyallup,Pierce,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),35
Bellevue,King,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),35
Everett,Snohomish,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),35
Edmonds,Snohomish,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),35
Des Moines,King,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),35
Mercer Island,King,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),34
Kirkland,King,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),34
Auburn,Pierce,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),34
Seattle,King,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),34
Spokane,Spokane,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),34
Vancouver,Clark,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),34
Renton,King,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),34
Kirkland,King,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),34
Lake Stevens,Snohomish,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),34
Olympia,Thurston,2022,KIA,EV6,Battery Electric Vehicle (BEV),34
Seattle,King,2017,BMW,I3,Battery Electric Vehicle (BEV),34
Bellevue,King,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),34
Bremerton,Kitsap,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),34
Kirkland,King,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),34
Spokane,Spokane,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),34
Sammamish,King,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),34
Spokane,Spokane,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),34
Federal Way,King,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),34
Seattle,King,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),34
Redmond,King,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),34
Issaquah,King,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),34
Seattle,King,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),34
Redmond,King,2023,BMW,I4,Battery Electric Vehicle (BEV),33
Redmond,King,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),33
Bellingham,Whatcom,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),33
Lynnwood,Snohomish,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),33
University Place,Pierce,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),33
Kirkland,King,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),33
Bainbridge Island,Kitsap,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),33
Vancouver,Clark,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),33
Bellevue,King,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),33
Vancouver,Clark,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),33
Bellevue,King,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),33
Snoqualmie,King,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),33
Camas,Clark,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),33
Lake Stevens,Snohomish,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),33
Lynnwood,Snohomish,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),33
Kennewick,Benton,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),33
Renton,King,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),33
Burien,King,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),33
Olympia,Thurston,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),33
Seattle,King,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),33
Richland,Benton,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),33
Marysville,Snohomish,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),33
Kirkland,King,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),33
Seattle,King,2015,BMW,I3,Battery Electric Vehicle (BEV),33
Bothell,Snohomish,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),33
Mercer Island,King,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),33
Lakewood,Pierce,2023,RIVIAN,EDV,Battery Electric Vehicle (BEV),33
